ProgramKodu,UniversiteAdi,FakulteAdi,BolumAdi,PuanTuru,GenelKontenjan,Yerlesen,EnKucukPuan,EnBuyukPuan,OBKontenjan,OBYerlesen,OBEnKucukPuan,OBEnBuyukPuan
200651593,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Programcılığı (Burslu),TYT,6,6,345.34542,369.42397, , , , 
200651618,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Programcılığı (%25 İndirimli),TYT,32,32,212.20817,301.33050, , , , 
200690364,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Programcılığı (İÖ) (Ücretli),TYT,2,2,205.08492,210.25275, , , , 
200690367,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Programcılığı (İÖ) (Burslu),TYT,5,5,345.12167,378.73820, , , , 
200690366,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Programcılığı (İÖ) (%25 İndirimli),TYT,23,6,195.62275,277.41092, , , , 
200650153,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi (Ücretli),TYT,2,2,199.78174,205.02201, , , , 
200650162,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi (Burslu),TYT,6,6,283.03642,328.76928, , , , 
200651372,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi (%50 İndirimli),TYT,32,32,204.71885,248.00394, , , , 
200651884,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Sağlık Bilgi Sistemleri Teknikerliği (Burslu),TYT,2,2,257.94755,278.98079, , , , 
200690382,BAŞKENT ÜNİVERSİTESİ (ANKARA) (Vakıf Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Sağlık Bilgi Sistemleri Teknikerliği (%50 İndirimli),TYT,13,5,201.19923,221.10937, , , , 
101790102,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Hasankeyf Meslek Yüksekokulu,Aşçılık,TYT,40,41,224.44192,346.83626,1,0, , 
101750308,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kozluk Meslek Yüksekokulu,Çocuk Gelişimi,TYT,70,72,233.59874,340.21871,2,0, , 
101790106,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kozluk Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,40,17,184.36003,230.76875,1,0, , 
101750362,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kozluk Meslek Yüksekokulu,Yapı Denetimi,TYT,40,36,174.52030,225.52921,1,0, , 
101750344,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Fizyoterapi,TYT,70,72,283.81145,380.12843,2,0, , 
101770296,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Fizyoterapi (İÖ),TYT,60,62,272.77579,376.79019,2,0, , 
101750335,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım,TYT,70,70,321.73509,450.64268,2,2,249.61057,285.33625
101770287,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (İÖ),TYT,60,60,303.85014,330.64984,2,2,206.19249,288.07164
101750389,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik,TYT,70,72,258.72647,390.05696,2,0, , 
101790105,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik (İÖ),TYT,30,31,247.68875,361.25754,1,0, , 
101750168,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Sağlık Kurumları İşletmeciliği,TYT,60,62,228.69645,351.06430,2,0, , 
101770233,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Sağlık Kurumları İşletmeciliği (İÖ),TYT,45,47,214.03504,270.62936,2,0, , 
101750053,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik,TYT,60,62,276.13054,360.04983,2,0, , 
101770075,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (İÖ),TYT,60,62,264.57720,315.71358,2,0, , 
101750247,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri,TYT,70,71,289.06595,412.44334,2,1,196.41298,196.41298
101770215,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (İÖ),TYT,60,62,277.22507,325.61267,2,0, , 
101750353,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Yaşlı Bakımı,TYT,70,72,250.58453,332.91529,2,0, , 
101770303,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Yaşlı Bakımı (İÖ),TYT,60,62,235.46802,279.54007,2,0, , 
101790101,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sason Meslek Yüksekokulu,Organik Tarım,TYT,20,15,183.49491,304.06312,1,0, , 
101750141,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,60,62,214.00094,267.25327,2,0, , 
101770093,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Bankacılık ve Sigortacılık (İÖ),TYT,60,62,191.73963,251.62594,2,0, , 
101790109,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,50,52,192.25263,257.66060,2,0, , 
101750398,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Çocuk Gelişimi,TYT,70,72,253.73222,362.48141,2,0, , 
101770012,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Çocuk Gelişimi (İÖ),TYT,60,62,236.43271,344.23999,2,0, , 
101790110,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Halkla İlişkiler ve Tanıtım,TYT,50,52,190.13488,245.45054,2,0, , 
101750274,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,60,62,200.54111,274.32163,2,0, , 
101770127,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları (İÖ),TYT,60,60,171.24824,259.23813,2,0, , 
101790098,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Özel Güvenlik ve Koruma,TYT,30,31,219.01392,266.22933,1,0, , 
101790107,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Teknolojisi,TYT,30,31,233.66132,346.15416,1,0, , 
101750017,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Elektrik,TYT,50,52,225.38634,353.19907,2,0, , 
101770021,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Elektrik (İÖ),TYT,50,52,214.82345,309.10132,2,0, , 
101750229,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Elektronik Haberleşme Teknolojisi,TYT,30,31,191.16276,312.28348,1,0, , 
101750238,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Elektronik Teknolojisi,TYT,40,41,195.17204,329.34046,1,0, , 
101750283,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Geleneksel El Sanatları,TYT,40,31,186.30113,341.14237,1,0, , 
101770269,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Geleneksel El Sanatları (İÖ),TYT,35,17,185.48825,326.46031,1,0, , 
101750265,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Gıda Teknolojisi,TYT,40,41,190.99933,254.47760,1,0, , 
101750326,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Giyim Üretim Teknolojisi,TYT,40,21,166.39707,236.33008,1,0, , 
101750371,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,İç Mekan Tasarımı,TYT,50,52,219.76530,403.93746,2,0, , 
101750256,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,İnşaat Teknolojisi,TYT,50,52,219.05420,365.36275,2,0, , 
101770154,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,İnşaat Teknolojisi (İÖ),TYT,40,41,200.54562,324.38756,1,0, , 
101750292,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Kimya Teknolojisi,TYT,40,37,176.14080,236.72784,1,0, , 
101750317,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Kuyumculuk ve Takı Tasarımı,TYT,30,21,175.67214,288.06865,1,0, , 
101750071,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Makine,TYT,40,41,208.13255,310.61380,1,0, , 
101750195,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Otomotiv Teknolojisi,TYT,40,41,191.90568,266.87924,1,0, , 
101750186,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Rafineri ve Petro-Kimya Teknolojisi,TYT,40,41,197.79625,262.10870,1,0, , 
101750177,BATMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Sondaj Teknolojisi,TYT,40,31,181.11939,215.76034,1,0, , 
101850264,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Adalet Meslek Yüksekokulu,Adalet,TYT,80,82,234.92996,370.03297,2,0, , 
101870205,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Adalet Meslek Yüksekokulu,Adalet (İÖ),TYT,80,82,217.68962,308.14029,2,0, , 
101890044,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Adalet Meslek Yüksekokulu,Hukuk Büro Yönetimi ve Sekreterliği,TYT,50,52,196.82302,257.72096,2,0, , 
101890053,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Adalet Meslek Yüksekokulu,Hukuk Büro Yönetimi ve Sekreterliği (İÖ),TYT,40,14,186.66403,247.80526,1,0, , 
101850273,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Aydıntepe Meslek Yüksekokulu,Çocuk Gelişimi,TYT,80,82,225.42632,275.39414,2,0, , 
101850194,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Aydıntepe Meslek Yüksekokulu,Gıda Teknolojisi,TYT,20,6,188.31196,216.70040,1,0, , 
101850282,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Aydıntepe Meslek Yüksekokulu,Harita ve Kadastro,TYT,50,52,202.44542,254.46137,2,0, , 
101850255,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Aydıntepe Meslek Yüksekokulu,İnşaat Teknolojisi,TYT,40,21,172.53457,251.89564,1,0, , 
101890056,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Anestezi,TYT,30,30,297.44108,326.64684,1,1,247.55445,247.55445
101890029,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Çocuk Gelişimi,TYT,70,72,235.10890,298.31783,2,0, , 
101890030,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Çocuk Gelişimi (İÖ),TYT,60,62,221.54196,289.25935,2,0, , 
101890031,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Eczane Hizmetleri,TYT,70,72,272.76213,308.17737,2,0, , 
101890055,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Eczane Hizmetleri (İÖ),TYT,40,41,263.73856,329.98458,1,0, , 
101850149,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım,TYT,70,70,301.54856,349.91025,2,2,231.66753,248.97392
101870189,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (İÖ),TYT,60,62,290.96116,309.46266,2,0, , 
101850237,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik,TYT,60,62,243.89980,327.89865,2,0, , 
101870241,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik (İÖ),TYT,60,62,231.35186,319.51428,2,0, , 
101890054,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Sağlık Kurumları İşletmeciliği,TYT,40,41,188.52487,243.68929,1,0, , 
101850131,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik,TYT,70,72,252.72547,332.22842,2,0, , 
101870117,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (İÖ),TYT,60,62,239.78930,307.45682,2,0, , 
101850246,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri,TYT,80,82,275.30608,309.08215,2,0, , 
101870171,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (İÖ),TYT,60,62,269.29819,286.71713,2,0, , 
101850158,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Yaşlı Bakımı,TYT,70,72,222.49534,268.96676,2,0, , 
101870198,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Bayburt Sağlık Hizmetleri Meslek Yüksekokulu,Yaşlı Bakımı (İÖ),TYT,60,62,212.34889,267.84829,2,0, , 
101890045,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Demirözü Meslek Yüksekokulu,İş Makineleri Operatörlüğü,TYT,30,23,185.82357,220.79629,1,0, , 
101850201,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Demirözü Meslek Yüksekokulu,Laborant ve Veteriner Sağlık,TYT,40,41,226.50530,254.15689,1,0, , 
101890060,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Demirözü Meslek Yüksekokulu,Sivil Hava Ulaştırma İşletmeciliği,TYT,40,40,175.74721,245.32188,1,0, , 
101890059,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Demirözü Meslek Yüksekokulu,Sivil Havacılık Kabin Hizmetleri,TYT,40,41,214.15315,289.56661,1,0, , 
101890046,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Aşçılık,TYT,30,31,220.17962,350.43994,1,0, , 
101850167,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,60,55,182.69198,255.95592,2,0, , 
101850097,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,30,10,192.24370,209.99150,1,0, , 
101850088,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,İşletme Yönetimi,TYT,20,17,169.82299,221.35642,1,0, , 
101850176,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Lojistik,TYT,30,11,173.20391,214.78104,1,0, , 
101850113,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Maliye,TYT,40,10,173.60245,235.00146,1,0, , 
101890032,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Posta Hizmetleri,TYT,50,30,186.11665,266.30588,2,0, , 
101890047,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Alternatif Enerji Kaynakları Teknolojisi,TYT,20,6,188.71247,231.98778,1,0, , 
101850122,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,30,31,220.04777,304.52536,1,0, , 
101890051,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi,TYT,40,41,219.43899,248.34089,1,0, , 
101850104,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Elektrik,TYT,30,31,193.86560,292.24336,1,0, , 
101890048,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Fotoğrafçılık ve Kameramanlık,TYT,30,11,185.84042,212.14720,1,0, , 
101850291,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Grafik Tasarımı,TYT,60,46,182.90622,268.31967,2,0, , 
101850185,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,İş Sağlığı ve Güvenliği,TYT,50,52,204.97949,285.10122,2,0, , 
101890049,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Mekatronik,TYT,30,31,190.39991,300.15384,1,0, , 
101890052,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Özel Güvenlik ve Koruma,TYT,40,41,198.46682,316.23317,1,0, , 
101890050,BAYBURT ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Sağlık Bilgi Sistemleri Teknikerliği,TYT,30,31,209.35344,252.96836,1,0, , 
200751247,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Adalet (Burslu),TYT,8,8,302.31688,313.98796, , , , 
200751256,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Adalet (%25 İndirimli),TYT,47,47,194.56154,283.40902, , , , 
200751556,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Adalet (İÖ) (Burslu),TYT,6,6,287.88005,313.38956, , , , 
200752678,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Adalet (İÖ) (%25 İndirimli),TYT,34,17,185.64281,273.06394, , , , 
200751574,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Ağız ve Diş Sağlığı (Burslu),TYT,11,11,287.64288,318.08819, , , , 
200790465,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Ağız ve Diş Sağlığı (%25 İndirimli),TYT,59,59,203.62970,271.68932, , , , 
200751732,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Ağız ve Diş Sağlığı (İÖ) (Burslu),TYT,9,9,269.47206,334.84920, , , , 
200790464,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Ağız ve Diş Sağlığı (İÖ) (%25 İndirimli),TYT,51,22,172.08600,258.03320, , , , 
200752112,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Ameliyathane Hizmetleri (Burslu),TYT,11,11,280.02824,300.79513, , , , 
200790466,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Ameliyathane Hizmetleri (%25 İndirimli),TYT,63,56,182.41317,260.81348, , , , 
200752175,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Ameliyathane Hizmetleri (İÖ) (Burslu),TYT,9,9,273.70015,292.06924, , , , 
200752784,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Ameliyathane Hizmetleri (İÖ) (%50 İndirimli),TYT,49,49,201.98728,279.38610, , , , 
200751802,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Anestezi (Ücretli),TYT,48,48,214.17594,307.44749, , , , 
200751811,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Anestezi (Burslu),TYT,12,12,309.34330,324.86050, , , , 
200752836,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Anestezi (%25 İndirimli),TYT,20,20,268.94647,287.53705, , , , 
200751838,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Anestezi (İÖ) (Burslu),TYT,9,9,302.84301,327.36467, , , , 
200790467,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Anestezi (İÖ) (%25 İndirimli),TYT,51,51,228.11524,296.80631, , , , 
200750646,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Aşçılık (Burslu),TYT,10,10,309.84681,322.43899, , , , 
200751265,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Aşçılık (%25 İndirimli),TYT,60,60,218.92646,269.83553, , , , 
200752006,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Aşçılık (İÖ) (Burslu),TYT,6,6,317.69511,337.25936, , , , 
200752863,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Aşçılık (İÖ) (%25 İndirimli),TYT,34,20,188.89817,266.19966, , , , 
200750655,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Bankacılık ve Sigortacılık (Burslu),TYT,7,7,266.01887,304.86578, , , , 
200751414,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Bankacılık ve Sigortacılık (%50 İndirimli),TYT,41,41,199.23695,246.39749, , , , 
200750664,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Bankacılık ve Sigortacılık (İÖ) (Burslu),TYT,6,6,253.76421,263.37105, , , , 
200750673,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Bankacılık ve Sigortacılık (İÖ) (%50 İndirimli),TYT,34,12,185.84019,233.30734, , , , 
200790426,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Basım ve Yayım Teknolojileri (Burslu),TYT,5,5,264.03459,268.74492, , , , 
200790427,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Basım ve Yayım Teknolojileri (%50 İndirimli),TYT,25,3,211.45051,237.09320, , , , 
200790428,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Basım ve Yayım Teknolojileri (İÖ) (Burslu),TYT,3,3,254.76303,256.46587, , , , 
200790429,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Basım ve Yayım Teknolojileri (İÖ) (%50 İndirimli),TYT,17,0, , , , , , 
200750725,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Bilgisayar Programcılığı (Burslu),TYT,11,11,325.73339,358.57319, , , , 
200790468,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Bilgisayar Programcılığı (%25 İndirimli),TYT,59,59,248.37138,304.03141, , , , 
200750734,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Bilgisayar Programcılığı (İÖ) (Burslu),TYT,9,9,313.66456,329.50229, , , , 
200750743,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Bilgisayar Programcılığı (İÖ) (%50 İndirimli),TYT,51,51,250.48153,297.66078, , , , 
200750752,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Çocuk Gelişimi (Burslu),TYT,11,11,278.08978,288.27589, , , , 
200752333,BEYKENT ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Çocuk Gelişimi (%25 İndirimli),TYT,64,48,192.12437,267.20001, , , , 
